"VID_ID","Day","Fish_ID","Sound","Speaker","TrainedWith","DistanceMoved_cm","Velocity","RightDistance_cm","LeftDistance_cm","NotMoving_per","Accel_mean","Accel_max","Accel_sd","TimeToRight_s","InRight_per","TimeToLeft_s","InLeft_per","HeadingToLeft_deg","HeadingToRight_deg"
"1","Day 1","1","Acclimation","Left","Air","2717.25","10.6041","101.527","91.2045","0","-0.0309569","11.0324","2.74096","22.9163","42.9577","8.3332","53.5211","127.291","122.807"
"3","Day 1","1","Acclimation","Right","Air","2740.73","10.3588","90.9481","114.967","0","0.00197284","10.465","3.1692","0","60.5634","33.3328","38.7324","98.3469","91.966"
"5","Day 1","1","Acclimation","Left","Air","2248.55","8.99434","69.8462","119.423","0","0.119993","7.20428","2.42105","12.4998","71.831","0","28.169","168.824","143.476"
"7","Day 1","2","Acclimation","Right","Air","1088.69","5.74263","42.2713","128.134","9.85915","-0.0158649","9.3604","2.00073","0","76.0563","","0","143.413","128.223"
"9","Day 1","2","Acclimation","Left","Air","2667.23","10.1031","113.084","85.5123","2.02703","-0.176322","8.69927","3.29836","0","43.2432","104","55.4054","139.254","42.4862"
"11","Day 1","2","Acclimation","Right","Air","670.078","4.92704","97.5572","60.2732","23.6486","-0.0519132","9.30125","1.81933","0","6.75676","20","56.7568","135.931","2.07245"
"13","Day 1","3","Acclimation","Left","Air","1782.7","7.19084","77.0607","100.592","0","-0.00590159","7.13883","2.08706","6.2499","55.6338","0","44.3662","-172.74","162.086"
"15","Day 1","3","Acclimation","Right","Air","2013.78","7.37885","107.335","96.7635","0","0.0249775","8.524","2.6591","0","42.9577","18.7497","57.0423","-125.236","-104.762"
"17","Day 1","3","Acclimation","Left","Air","1731.91","6.5459","61.7765","119.612","9.15493","0.0464819","7.08952","1.90494","0","75.3521","137.498","23.9437","-82.371","-91.4494"
"144","Day 1","9","Acclimation","Left","Air","8232.48","30.1883","79.1512","108.845","0.346741","-4.54766","3234.61","344.678","7.91654","61.7198","0","33.9112","123.386","105.669"
"146","Day 1","9","Acclimation","Right","Air","987.787","8.20321","72.6916","101.024","9.57004","0.168221","156.288","32.7941","0","35.853","44.3743","16.6436","112.787","66.9886"
"148","Day 1","9","Acclimation","Left","Air","2389.18","12.6442","129.706","60.9699","0.762829","1.21077","1253.1","82.6478","171.039","13.0374","0","62.4827","97.7592","55.6647"
"150","Day 1","11","Acclimation","Right","Air","4396.69","14.9571","129.518","70.245","0.0693481","0.0978781","3400.66","141.333","0","24.6879","3.95827","73.9251","-176.601","24.1288"
"152","Day 1","11","Acclimation","Left","Air","2998.59","13.1447","110.197","89.9506","0.554785","-1.2493","323.744","38.6266","26.0412","34.7434","0","50.9709","-108.357","-89.1984"
"154","Day 1","11","Acclimation","Right","Air","3856.34","15.4643","129.844","73.0515","0.208044","1.76493","1565.93","106.1","76.8738","20.8044","2.91662","70.4577","104.716","70.7051"
"156","Day 1","10","Acclimation","Left","Air","20269.3","71.6662","119.922","84.3275","0.0554939","1.92645","8153.52","980.204","6.16657","37.0144","0","57.1032","128.462","117.026"
"158","Day 1","10","Acclimation","Right","Air","17104.4","61.2706","88.6901","98.3983","1.49834","7.92138","7637.64","1007.93","0","58.879","3.66661","36.1265","130.309","101.829"
"160","Day 1","10","Acclimation","Left","Air","16296.2","58.2015","65.8883","123.099","0.443951","-5.20781","8016.17","922.094","8.83319","72.475","0","25.0277","142.68","136.175"
"162","Day 1","12","Acclimation","Right","Air","3107.81","10.4393","60.3144","179.562","0.485437","-0.0645185","317.533","38.8482","0","95.215","9.58318","4.57698","-77.4986","47.4365"
"164","Day 1","12","Acclimation","Left","Air","18786.1","67.1944","109.794","79.9259","13.3148","7.41884","5351.83","621.541","0.62499","33.9112","0","62.4133","-156.843","-138.391"
"166","Day 1","12","Acclimation","Right","Air","5464.63","19.1325","146.998","64.5345","4.92372","1.25201","3368.49","223.476","0.20833","16.7129","0","80.6519","70.4612","47.4252"
"306","Day 1","18","Acclimation","Right","Air","2733.62","9.25357","108.108","97.0269","11.0957","0.0764512","184.681","22.5083","0","43.2732","44.7909","55.6865","97.1116","93.1373"
"308","Day 1","18","Acclimation","Left","Air","3574.19","13.7581","107.417","99.933","3.19001","-1.05356","3383.06","165.733","61.874","41.7476","0","49.3065","100.885","95.1723"
"310","Day 1","18","Acclimation","Right","Air","3106.34","10.6963","59.899","176.028","0.278746","0.0615189","541.104","39.3835","0","90.0348","6.2499","8.36237","154.517","143.621"
"312","Day 1","19","Acclimation","Left","Air","7644","25.8611","107.778","98.394","0.888642","0.372119","82695.2","3419.09","5.54158","46.2927","0","51.2774","-93.2223","0.507057"
"314","Day 1","19","Acclimation","Right","Air","6186.96","25.0827","79.6513","145.075","1.20226","-1.02764","3268.35","276.827","0","75.1768","177.289","22.2772","27.7637","34.7861"
"316","Day 1","19","Acclimation","Left","Air","6636.5","23.2693","104.615","88.9531","2.56588","-4.61014","3178.36","287.211","41.666","47.5728","0.20833","51.5257","139.702","64.5599"
"318","Day 1","20","Acclimation","Right","Air","4953.39","16.6971","127.276","72.3487","0.416089","-0.0631511","5620.57","218.112","0","27.1151","16.4581","71.4979","134.42","-112.979"
"320","Day 1","20","Acclimation","Left","Air","4731.56","18.1986","110.152","77.8011","0.277393","-0.641736","2162.88","171.358","0.41666","32.3162","0","60.4022","134.847","153.532"
"322","Day 1","20","Acclimation","Right","Air","4291.25","14.6191","152.456","65.2351","0.554785","1.1676","2443.99","174.59","0","8.11373","25.8329","91.4008","140.169","74.9759"
"2","Day 1","1","Sound","Left","Air","2559.78","10.5924","126.653","56.891","0","0.152843","11.512","3.39075","0","26.4286","43.7493","71.4286","-127.705","-150.531"
"4","Day 1","1","Sound","Right","Air","2226.21","7.68776","21.6529","140.076","0","-0.0130927","6.59187","1.91204","0","100","","0","92.9556","151.966"
"6","Day 1","1","Sound","Left","Air","2244.42","8.68823","111.428","43.7716","4.96454","0.010135","6.85295","1.9336","6.2499","21.9858","0","71.6312","141.871","165.809"
"8","Day 1","2","Sound","Right","Air","1591.77","6.3672","49.4856","133.414","11.2676","-0.00201008","5.55613","1.92717","0","97.8873","","0","22.0388","65.3236"
"10","Day 1","2","Sound","Left","Air","2220.11","9.32819","120.044","57.8309","11.0345","-0.0614561","33.0916","5.27368","12","8.96552","0","86.2069","131.314","66.0917"
"12","Day 1","2","Sound","Right","Air","333.184","1.33276","44.4214","106.574","71.8519","-0.0146429","1.38371","0.347193","0","95.5556","","0","-12.6812","15.0771"
"14","Day 1","3","Sound","Left","Air","1991.49","6.68286","183.192","57.5047","4.66667","0.00236239","20.4992","3.42583","","0","0","100","-138.228","-140.221"
"16","Day 1","3","Sound","Right","Air","1204.25","4.85758","48.5206","122.701","17.9856","-0.0252837","10.3124","2.21367","0","93.5252","220.83","6.47482","-3.23189","23.3884"
"18","Day 1","3","Sound","Left","Air","1900.57","6.51635","189.839","55.5549","0","-0.0355473","33.1565","4.29509","91.6652","0.70922","0","99.2908","-158.407","-151.105"
"145","Day 1","9","Sound","Left","Air","1939.82","12.4316","115.674","60.4378","5.84958","-4.20612","130.204","103.044","13.7498","15.4596","0","47.0752","114.213","85.3055"
"147","Day 1","9","Sound","Right","Air","1483.03","10.8022","40.8764","142.537","7.72114","-0.00275306","132.537","31.2662","0","59.5202","","0","-168.004","-147.573"
"149","Day 1","9","Sound","Left","Air","1025.1","5.74158","126.534","48.0868","20.9431","-0.228249","620.162","48.2711","","0","0","67.4757","110.655","10.3494"
"151","Day 1","11","Sound","Right","Air","4019.33","15.5089","73.9304","117.631","0","-0.466688","213.499","36.1357","0","67.129","3.12495","25.7282","116.193","-154.003"
"153","Day 1","11","Sound","Left","Air","4221.67","15.4336","139.269","49.0494","0.277393","0.0722566","289.28","26.1218","11.2498","10.4022","0","83.7725","93.2902","89.2792"
"155","Day 1","11","Sound","Right","Air","4075.22","14.5438","43.8408","130.354","4.57698","-2.16014","195.599","84.6119","0","89.6671","3.95827","6.93481","146.193","109.686"
"157","Day 1","10","Sound","Left","Air","6625.33","23.9186","126.558","56.7398","0.723026","2.46451","5374.05","281.492","1.49998","16.8521","0","78.8654","92.9659","81.3099"
"159","Day 1","10","Sound","Right","Air","7970.8","27.9355","41.5599","131.668","1.94229","0.0761264","5439.9","400.104","0","92.4528","1.16665","5.04994","107.12","87.1658"
"161","Day 1","10","Sound","Left","Air","17371.8","58.9549","127.865","38.8508","1.77679","2.41778","7669.6","849.226","1.33331","3.55358","0","96.0577","102.706","134.352"
"163","Day 1","12","Sound","Right","Air","2900.7","10.5722","48.3552","121.13","37.7358","-0.495288","2245.17","112.135","0","87.9106","124.581","6.98812","-67.9036","-113.707"
"165","Day 1","12","Sound","Left","Air","14359.7","49.0238","150.768","64.78","1.04676","0.147705","2749.29","405.402","0","13.3985","0.20833","86.462","176.554","147.158"
"167","Day 1","12","Sound","Right","Air","2238.9","7.97247","58.1334","151.573","18.7933","-0.0258444","1413.8","50.6097","0","87.8641","6.2499","5.89459","61.2859","64.2549"
"307","Day 1","18","Sound","Right","Air","3072.49","10.3351","59.2892","135.074","1.66435","-0.0566272","190.806","28.5815","0","91.1928","96.8734","8.32178","-0.887724","37.5563"
"309","Day 1","18","Sound","Left","Air","1615.65","6.63977","119.203","51.684","15.6033","-0.0934806","218.22","17.8761","6.66656","2.77392","0","81.5534","-69.819","73.3579"
"311","Day 1","18","Sound","Right","Air","682.194","3.03483","47.0712","109.641","43.3866","-0.159045","195.773","14.9806","0","83.4302","","0","-61.8105","-36.1421"
"313","Day 1","19","Sound","Left","Air","3698.57","12.9493","156.841","48.8617","0.208045","-0.556718","743.067","76.3759","237.913","4.85437","0","94.3135","140.797","69.4376"
"315","Day 1","19","Sound","Right","Air","3908","13.8543","53.0626","148.386","1.52566","-1.33835","5207.2","277.515","0","98.8211","287.704","0.346741","117.336","-123.023"
"317","Day 1","19","Sound","Left","Air","6570.08","23.6231","134.036","56.4259","8.1363","-1.16342","2917.28","304.567","9.99984","19.0542","0","79.5549","-178.863","116.007"
"319","Day 1","20","Sound","Right","Air","3580.42","13.3746","47.0035","119.604","5.40915","-0.916642","1314.22","67.8162","0","80.7212","6.2499","11.7892","130.735","-143.949"
"321","Day 1","20","Sound","Left","Air","2493.45","9.62119","123.486","54.7433","8.04438","0.304291","1104.78","53.8669","0.41666","11.8585","0","79.4036","-125.545","176.949"
"323","Day 1","20","Sound","Right","Air","4392.27","15.1026","153.879","60.7818","7.76699","-0.909539","2442.67","196.738","","0","7.08322","90.2913","172.05","-4.34782"
"54","Day 1","4","Acclimation","Right","CO2","8368.31","30.6083","72.8857","101.168","0.706572","8.49099","69717.6","3286.97","0","63.0316","1.96","30.1027","43.2784","56.4958"
"56","Day 1","4","Acclimation","Left","CO2","5559.14","23.1015","98.2296","85.8035","0.466604","-1.61643","88629.5","3136.24","10.68","39.3414","0","41.2345","50.5453","58.5442"
"58","Day 1","4","Acclimation","Right","CO2","1240.14","4.80155","55.1544","101.162","39.5681","0.187284","36285.5","808.706","0","75.4566","120.96","10.5453","-31.1176","93.4411"
"60","Day 1","5","Acclimation","Left","CO2","7818.18","31.1779","91.7083","106.858","0.106652","10.1419","86722.5","4031.49","52.36","45.5673","0","38.2216","-156.987","-132.072"
"62","Day 1","5","Acclimation","Right","CO2","8805.72","31.2083","42.044","135.293","0.0799893","-0.39907","148743","3939.02","0","86.8951","6","7.11905","-54.0037","-63.8533"
"64","Day 1","5","Acclimation","Left","CO2","4583.26","16.57","41.5207","147.669","1.59893","-0.254666","3277.31","150.621","3.6","87.7415","0","5.72951","-136.356","-137.038"
"66","Day 1","6","Acclimation","Right","CO2","5576.22","21.5132","91.7377","99.1881","2.59827","0.234754","3225.13","235.705","0","49.9001","46.2","40.5063","63.7832","79.0472"
"68","Day 1","6","Acclimation","Left","CO2","2190.45","7.34556","128.992","36.6509","8.66089","0.107365","132.921","15.8408","","0","0","100","-71.4417","34.2637"
"70","Day 1","6","Acclimation","Right","CO2","1079.01","3.74397","46.8101","114.636","30.8461","-0.0133227","205.685","13.5959","0","89.8734","162.6","6.52898","-161.033","-131.893"
"72","Day 1","7","Acclimation","Left","CO2","2519.69","8.57037","139.418","58.2409","8.59427","-0.0680538","1286.45","52.5017","98.4","15.7229","0","81.8787","-96.6326","-59.5104"
"74","Day 1","7","Acclimation","Right","CO2","2076.35","7.04325","64.9646","141.981","24.9833","1.28623","1864.07","59.5132","0","86.1426","52.6","12.525","-8.91994","19.5237"
"76","Day 1","7","Acclimation","Left","CO2","1987.55","7.13306","69.903","112.32","31.5747","-0.521321","939.504","50.1064","15.84","68.3453","0","22.462","9.47232","-67.835"
"78","Day 1","8","Acclimation","Right","CO2","2960.69","9.86898","73.9372","113.901","10.7262","0.0424562","1161.35","51.0381","0","64.6902","51","33.7109","17.5259","91.2189"
"80","Day 1","8","Acclimation","Left","CO2","2639.39","8.88087","57.2709","167.13","2.73151","-0.0217549","175.598","22.4301","3.4","98.8674","0","1.06596","54.6841","60.8048"
"82","Day 1","8","Acclimation","Right","CO2","2738.26","9.12755","59.6564","192.13","3.06462","-0.0382887","272.233","38.0717","0","100","","0","94.5624","104.305"
"216","Day 1","13","Acclimation","Left","CO2","3613.41","12.07","90.0075","101.763","1.24827","0.0493156","234.222","23.1582","13.5414","52.6352","0","45.8391","117.044","109.862"
"218","Day 1","13","Acclimation","Right","CO2","3743.49","12.7803","158.625","57.0148","0.208044","-0.0820047","370.089","41.4255","0","1.80305","6.45823","97.2261","116.963","115.367"
"220","Day 1","13","Acclimation","Left","CO2","3089.24","10.6374","136.409","58.6004","0.485437","0.0261703","182.425","22.7228","57.2907","4.99307","0","92.9265","118.158","113.206"
"222","Day 1","14","Acclimation","Right","CO2","3757.74","12.838","97.5767","94.1506","0.970874","-0.106139","245.161","31.225","0","49.1678","9.79151","48.405","-66.9162","37.7514"
"224","Day 1","14","Acclimation","Left","CO2","3258.24","12.0771","104.263","91.1984","2.98197","1.75595","2710.08","94.2274","6.66656","40.1526","0","54.785","175.031","-69.4567"
"226","Day 1","14","Acclimation","Right","CO2","2682.06","11.0602","121.571","73.5411","2.56588","-2.50046","2907.76","153.709","0","23.7171","20.4163","65.3259","-147.363","177.614"
"228","Day 1","15","Acclimation","Left","CO2","2302.72","7.69724","99.65","75.6808","10.1248","0.0426812","234.045","16.5848","43.7493","38.2802","0","60.0555","119.533","130.262"
"230","Day 1","15","Acclimation","Right","CO2","2018.4","7.30655","101.917","59.3934","16.6436","-0.10712","165.251","14.6129","0","23.3703","21.2497","70.8044","89.5388","118.816"
"232","Day 1","15","Acclimation","Left","CO2","1336.67","4.57641","58.0678","101.363","33.9112","-0.0428239","144.171","13.0618","28.3329","78.9875","0","18.6546","81.9735","70.8749"
"234","Day 1","16","Acclimation","Right","CO2","2897.63","10.0935","70.8683","127.595","1.31761","0.0398157","1546.38","103.529","0","80.1664","17.9164","18.5159","2.91278","-40.8419"
"236","Day 1","16","Acclimation","Left","CO2","3607.39","12.2981","159.649","65.792","2.14979","-0.202948","310.812","51.771","238.121","12.7601","0","84.466","-134.281","-86.2884"
"238","Day 1","16","Acclimation","Right","CO2","3187.69","12.2802","71.5798","95.2041","8.04438","1.02152","2920","223.479","0","52.7739","12.2915","36.2691","46.5772","-119.804"
"240","Day 1","17","Acclimation","Left","CO2","3279.11","10.9381","188.105","60.885","1.04167","0.024465","596.428","39.1018","","0","0","98.125","-171.053","158.745"
"242","Day 1","17","Acclimation","Right","CO2","22732.6","80.2932","164.994","62.0247","0","-0.829289","5058.05","566.54","0.41666","8.32177","0","86.1997","-178.004","163.349"
"244","Day 1","17","Acclimation","Left","CO2","3658.17","14.2993","104.753","114.227","0.138696","0.24746","1616.58","82.6024","80.832","46.6713","1.04165","39.3897","-112.285","-107.297"
"55","Day 1","4","Sound","Right","CO2","2853.87","11.3881","60.5748","109.737","6.62578","-0.149059","4808.33","312.085","0","68.3376","9.92","15.8246","69.4277","65.5471"
"57","Day 1","4","Sound","Left","CO2","1363.94","4.59857","48.9403","117.178","49.4201","-0.000757828","20260.5","383.565","4.44","98.5202","0","0.399947","164.195","-177.33"
"59","Day 1","4","Sound","Right","CO2","1176.18","3.92112","48.2351","107.047","45.0533","-0.00608113","15668.3","368.02","0","100","","0","-177.905","155.646"
"61","Day 1","5","Sound","Left","CO2","16414.5","70.6183","92.0007","109.891","0.337838","1.95914","152496","11082.3","8.6","43.6892","0","34.6216","-81.0401","-142.967"
"63","Day 1","5","Sound","Right","CO2","3338.33","11.7134","59.4894","122.873","0.333111","-0.0709027","435.615","34.0823","0","75.483","11","20.9194","-19.0943","-25.4122"
"65","Day 1","5","Sound","Left","CO2","4932.22","18.349","111.276","85.2997","4.06938","-3.36854","3442.14","236.007","0","30.5537","0.4","60.8406","-97.8737","-119.575"
"67","Day 1","6","Sound","Right","CO2","4374.36","14.8586","128.371","65.143","2.73151","0.0444194","747.521","53.5162","0","22.3185","14.2","76.4157","75.0853","40.5936"
"69","Day 1","6","Sound","Left","CO2","2253.4","8.00214","74.7596","99.4364","12.7602","0.0298219","661.862","29.3249","105.2","62.861","0","34.8556","22.7902","34.0074"
"71","Day 1","6","Sound","Right","CO2","462.847","1.772","49.0248","109.607","68.8755","-0.105549","139.806","9.46094","0","88.8889","","0","112.096","146.879"
"73","Day 1","7","Sound","Left","CO2","1044.11","3.51314","166.155","46.0472","59.96","-0.052674","223.65","27.0052","","0","0","99.6003","-72.8261","-31.0719"
"75","Day 1","7","Sound","Right","CO2","311.21","1.04363","52.8443","117.921","87.7616","-0.0815859","687.819","44.9931","0","99.8534","","0","-21.1091","7.16652"
"77","Day 1","7","Sound","Left","CO2","356.017","16.3311","38.9517","145.529","0","2.70533","381.668","69.0412","186.8","7.57881","","0","-134.048","-128.959"
"79","Day 1","8","Sound","Right","CO2","2241.83","7.65131","53.8604","137.72","13.9907","-0.0922537","229.014","22.1902","0","90.8728","25.6","7.32845","140.376","63.775"
"81","Day 1","8","Sound","Left","CO2","3535.46","12.0582","59.5566","185.781","2.17539","-0.0757669","4186.74","166.936","6.2","97.8246","0","2.17539","60.6113","65.4723"
"83","Day 1","8","Sound","Right","CO2","3407.29","13.862","57.2263","182.394","23.6509","0.257416","3619.71","258.644","0","81.7455","189.4","0.466356","78.0387","86.6567"
"217","Day 1","13","Sound","Left","CO2","3238.43","12.1538","122.878","58.3143","1.94309","-0.122484","443.213","36.7969","4.99992","18.1818","0","75.7807","-162.063","-35.7485"
"219","Day 1","13","Sound","Right","CO2","2810.99","9.70718","43.3629","128.852","5.96394","-0.0431384","242.446","21.9217","0","89.9445","25.4163","7.83634","23.582","50.01"
"221","Day 1","13","Sound","Left","CO2","3142.7","10.5196","138.523","34.0846","4.37804","-0.0663337","113.785","14.2633","","0","0","100","-137.08","-33.4849"
"223","Day 1","14","Sound","Right","CO2","3516.26","13.546","80.2203","121.297","3.39806","0.12174","264.996","39.3053","0","63.3842","28.1245","28.8488","122.793","116.472"
"225","Day 1","14","Sound","Left","CO2","1644.12","6.12725","53.1054","125.478","29.9098","-0.137389","157.501","19.7695","8.12487","85.7044","0","4.92713","-0.995331","1.76139"
"227","Day 1","14","Sound","Right","CO2","714.357","3.92331","56.2549","102.207","30.4438","-0.191859","184.52","18.9202","0","63.1068","135.206","4.50763","-100.678","-56.288"
"229","Day 1","15","Sound","Left","CO2","3312.34","12.4118","92.5368","82.2728","5.82524","-2.18202","1610.87","111.916","6.2499","41.3315","0","53.2594","150.096","147.849"
"231","Day 1","15","Sound","Right","CO2","1641.61","6.09423","48.0177","120.331","18.724","0.169501","165.684","15.9768","0","82.3856","69.3739","9.15395","-80.7889","105.589"
"233","Day 1","15","Sound","Left","CO2","1110.39","3.88198","120.104","51.0676","44.5908","0.0115807","226.362","13.9554","23.5413","12.4827","0","84.6047","99.3157","111.095"
"235","Day 1","16","Sound","Right","CO2","3327.49","11.248","130.649","86.5507","2.63523","-0.342837","269.461","43.0853","0","38.0028","21.458","60.4716","74.4829","96.6126"
"237","Day 1","16","Sound","Left","CO2","4073.25","13.6631","177.899","55.282","0.138696","0.0882702","649.371","51.1751","","0","0","100","-179.815","-100.028"
"239","Day 1","16","Sound","Right","CO2","3449.92","12.2848","86.2548","113.004","1.66435","-0.130543","1381.29","70.0267","0","60.4716","15.8331","34.258","73.4679","63.4495"
"241","Day 1","17","Sound","Left","CO2","4042.26","15.3022","172.72","60.3401","3.26162","-0.0226469","1019.15","75.6157","","0","0","90.4233","-135.037","-70.0712"
