"VID_ID","Day","Fish_ID","Sound","Speaker","TrainedWith","DistanceMoved_cm","Velocity","RightDistance_cm","LeftDistance_cm","NotMoving_per","Accel_mean","Accel_max","Accel_sd","TimeToRight_s","InRight_per","TimeToLeft_s","InLeft_per","HeadingToLeft_deg","HeadingToRight_deg"
"273","Day 3","17","Sound","Left","CO2","12167.1","43.3065","157.498","80.0938","2.29103","-19.9265","88664.1","3953.8","27.6246","20.2166","0","75.1458","-151.617","177.175"
"275","Day 3","17","Sound","Right","CO2","9498.63","36.61","116.765","90.9609","13.9492","5.62156","55193.4","3636.56","0","38.4066","127.415","51.2279","114.137","-25.3812"
"37","Day 7","3","Acclimation","Left","Air","2576.9","13.8235","164.814","65.8698","1.79117","0.776539","27942.4","1336.45","","0","0","48.0839","-82.9869","-115.843"
"39","Day 7","3","Acclimation","Right","Air","2766.93","9.22196","80.7523","148.162","40.1694","-0.0197763","82681.9","2046.33","0","74.8264","125.706","21.8134","-97.5877","-103.79"
"41","Day 7","3","Acclimation","Left","Air","2978.65","9.92761","174.632","55.7505","13.8156","-0.0313615","17045.3","695.081","","0","0","100","-100.493","-70.5978"
"43","Day 7","2","Acclimation","Right","Air","3688.49","12.9366","133.313","107.279","1.16634","-0.0534509","50470","981.647","0","42.0855","60.7074","53.1102","-2.43622","5.9307"
"44","Day 7","2","Acclimation","Left","Air","1800.27","6.99826","45.7506","111.891","17.9811","-0.899024","4025.16","280.548","0","86.2955","","0","116.335","114.932"
"46","Day 7","2","Acclimation","Right","Air","3754.56","12.6467","57.2858","119.429","10.3586","-0.0263017","91817.6","1593.97","0","88.4015","21.48","10.3186","-76.7236","-83.4077"
"48","Day 7","1","Acclimation","Left","Air","5774.78","19.2673","172.312","60.6991","2.77296","0.0116041","36196.7","2211.33","","0","0","92.9609","-94.3784","-79.7341"
"50","Day 7","1","Acclimation","Right","Air","3574.41","12.6322","169.797","56.1391","2.86628","0.320328","24514.6","951.154","0","3.65285","13.2","91.1212","97.221","37.3293"
"52","Day 7","1","Acclimation","Left","Air","5437.22","19.2101","119.028","80.303","3.29289","0.0639694","38002.5","2461.82","67.24","19.2108","0","70.2573","-66.5717","-104.837"
"192","Day 7","9","Acclimation","Left","Air","2138.69","7.44984","65.8026","150.447","3.7448","-0.0642861","194.685","22.5405","1.04165","96.3939","","0","72.2918","50.0979"
"194","Day 7","9","Acclimation","Right","Air","6858.99","26.4447","173.488","57.8016","3.19001","-1.67352","1427.44","257.909","0","0.485437","3.12495","97.9196","107.793","68.8336"
"196","Day 7","9","Acclimation","Left","Air","4968.76","34.8182","176.049","55.752","0.624133","-8.31343","1446.89","258.274","","0","0","88.3495","133.388","80.7288"
"198","Day 7","11","Acclimation","Right","Air","4345.46","15.0494","70.3513","130.766","0","0.977272","2825.14","111.389","0","68.7933","38.541","24.9653","-0.634305","-122.437"
"200","Day 7","11","Acclimation","Left","Air","611.72","2.03769","68.6317","204.095","97.5728","-0.0265435","3981.93","148.915","1.04165","1.17892","0","0.277393","29.7485","44.7191"
"202","Day 7","11","Acclimation","Right","Air","614.544","2.04709","67.8344","203.863","97.6422","-0.000147629","1446.62","72.8869","0","2.21914","","0","83.521","93.4192"
"204","Day 7","10","Acclimation","Left","Air","3123.2","10.4471","85.0093","95.5583","0.485437","-2.24244","259.337","87.9271","64.5823","52.4272","0","44.4521","159.619","120.306"
"206","Day 7","10","Acclimation","Right","Air","2874.6","10.1384","123.719","87.6763","0.693481","0.301455","1443.91","62.5106","0","31.484","81.0404","65.6727","152.546","120.033"
"208","Day 7","10","Acclimation","Left","Air","5815.88","20.9585","77.4831","110.903","0.34674","-3.96852","3466.31","274.407","25.2079","57.6283","0","39.1817","100.928","140.079"
"210","Day 7","12","Acclimation","Right","Air","3105.3","10.534","69.7817","117.755","1.04022","-0.0672921","322.945","37.9506","0","69.8336","10.4165","25.7282","55.8342","77.8443"
"212","Day 7","12","Acclimation","Left","Air","1795.14","8.88331","72.9373","127.323","11.0957","-0.428516","194.268","35.898","31.6662","59.5007","0","15.3259","108.889","85.9293"
"214","Day 7","12","Acclimation","Right","Air","2275.07","11.4832","139.495","73.0465","8.66852","0.58271","868.818","76.114","0","19.0707","11.0415","53.19","68.7622","62.9861"
"342","Day 7","18","Acclimation","Right","Air","2216.87","7.40512","57.7697","177.467","0.625869","0.0168767","167.861","17.1747","0","100","","0","-59.6483","-103.105"
"344","Day 7","18","Acclimation","Left","Air","4809.01","16.4413","108.29","70.5406","7.42025","-2.11317","2526.9","217.309","19.1664","24.4799","0","73.9251","139.622","46.1151"
"346","Day 7","18","Acclimation","Right","Air","3840.36","13.9125","142.915","52.8756","1.45631","-0.309733","1758.75","145.09","0","9.01526","6.87489","85.0208","-126.268","-153.014"
"348","Day 7","19","Acclimation","Left","Air","9111.31","30.5412","159.612","58.5878","1.04022","0.197483","3493.19","283.347","1.04165","0.0693485","0","99.9307","162.139","113.321"
"350","Day 7","19","Acclimation","Right","Air","9760.38","33.5846","152.668","70.2382","0.624133","-1.5003","2929.18","330.511","0","12.7601","21.0413","84.8128","-175.424","152.742"
"352","Day 7","19","Acclimation","Left","Air","3161.89","11.2175","175.699","58.3964","2.08044","0.0397981","986.152","75.4279","","0","0","96.7406","-174.239","-109.854"
"354","Day 7","20","Acclimation","Right","Air","5747.37","19.1449","61.8624","148.031","0","-0.00572364","3100.69","241.608","0","99.5839","87.9153","0.346741","-99.6332","-134.731"
"356","Day 7","20","Acclimation","Left","Air","6915.89","23.8998","140.937","61.6593","1.59501","-0.422593","3207.28","355.768","190.414","11.9279","0","87.0319","139.413","87.5363"
"358","Day 7","20","Acclimation","Right","Air","7079.11","24.7309","92.377","118.199","2.49653","-5.86144","4771.65","311.611","0","56.1026","147.498","43.2732","118.873","74.8542"
"38","Day 7","3","Sound","Left","Air","5664.98","19.4065","165.124","61.2911","5.88979","1.19259","31461.6","1542.96","","0","0.249996","92.4093","-46.9794","-133.72"
"40","Day 7","3","Sound","Right","Air","3659.23","12.1959","60.6389","187.558","6.06776","0.0257489","79605.7","1711.41","0","99.875","67.9572","0.0416551","38.069","42.1226"
"42","Day 7","3","Sound","Left","Air","2550.93","8.50205","165.456","51.6843","6.87309","0.0362374","6775.64","381.118","","0","0","100","-20.9333","16.6996"
"45","Day 7","2","Sound","Left","Air","3312.25","11.2536","106.836","76.1801","3.86004","0.403422","97628","1930.76","6.99989","34.1433","0","59.2474","8.91086","96.6233"
"47","Day 7","2","Sound","Right","Air","1157.59","3.89497","46.3259","111.437","48.1003","0.0341354","6565.19","234.906","0","99.4401","","0","-30.514","-6.99428"
"49","Day 7","1","Sound","Left","Air","10353.5","34.5579","132.484","62.1259","3.65285","6.2976","67849.7","4152.39","","0","0","90.2946","-95.1497","-101.7"
"51","Day 7","1","Sound","Right","Air","3556.7","17.9016","157.294","61.0065","2.22637","0.0120393","29467.5","1680.83","","0","91.32","62.6716","-5.13421","-12.3063"
"53","Day 7","1","Sound","Left","Air","4651","15.6705","173.049","57.0438","11.4118","0.173177","14480.5","1126.21","","0","0","98.0269","-26.9245","-55.1881"
"193","Day 7","9","Sound","Left","Air","9211.26","58.7181","159.529","54.459","2.35784","0.715374","4870.91","664.142","2.49996","3.32871","0","73.301","-162.526","-153.477"
"195","Day 7","9","Sound","Right","Air","3670.57","24.4709","61.5215","133.411","5.06241","8.49593","4810.24","387.064","16.2497","55.9639","0","19.6949","129.678","128.041"
"197","Day 7","9","Sound","Left","Air","5346.3","19.9399","142.766","40.5426","0.0693481","-1.69512","1668.07","155.95","","0","0","95.6311","95.768","73.528"
"199","Day 7","11","Sound","Right","Air","662.489","2.20987","20.1797","156.433","96.4632","-0.00330425","924.381","58.154","0","100","","0","-114.974","-110.912"
"201","Day 7","11","Sound","Left","Air","444.535","1.48078","68.4382","203.706","97.2954","-0.0662627","1560.06","77.8405","0","1.8724","","0","86.8414","91.7723"
"203","Day 7","11","Sound","Right","Air","37.2294","0.124014","68.4153","205.319","99.5146","-0.0260583","6.03185","0.944981","0","0.0693481","","0","84.7794","88.9724"
"205","Day 7","10","Sound","Left","Air","3043.99","10.9531","167.819","60.4369","0.138696","0.542067","225.195","30.6464","11.8748","4.99307","0","92.0943","-149.767","-129.43"
"207","Day 7","10","Sound","Right","Air","8592.84","28.8637","178.258","59.2585","0","-2.60769","4856.94","315.822","0","0.693481","0.20833","99.1678","-169.96","-171.341"
"209","Day 7","10","Sound","Left","Air","3447.76","12.2498","169.816","69.6527","1.52566","-0.812934","588.615","60.4205","0.83332","12.2746","0","85.853","-154.241","-164.564"
"211","Day 7","12","Sound","Right","Air","1545.91","9.26406","57.7656","145.422","13.5229","-0.432323","246.701","44.5158","0","57.6976","113.54","7.62829","87.742","83.5076"
"213","Day 7","12","Sound","Left","Air","2133.12","11.1903","112.294","67.8627","8.94591","-0.204076","196.865","41.0574","21.6663","18.516","0","52.982","108.879","49.4286"
"215","Day 7","12","Sound","Right","Air","572.134","4.79282","47.5552","122.741","26.0055","-0.441302","149.919","31.3891","0","46.1165","","0","151.197","89.6344"
"343","Day 7","18","Sound","Right","Air","2732.88","9.12878","55.3371","174.322","1.8724","0.0305603","161.584","25.7011","0","96.5326","282.079","3.12067","50.7515","67.798"
"345","Day 7","18","Sound","Left","Air","4514.71","15.2291","115.157","59.932","15.8807","-0.742623","1974.1","218.365","36.8744","7.21221","0","92.025","132.262","52.5268"
"347","Day 7","18","Sound","Right","Air","3077.35","10.7273","64.4631","142.498","0.208044","-0.0302306","1748.86","82.2364","0","88.3495","3.95827","9.43135","175.237","143.161"
"349","Day 7","19","Sound","Left","Air","3478.49","11.9692","126.477","45.4913","4.57698","-0.0317483","1432.05","65.0508","229.996","10.749","0","86.4078","-161.389","-133.771"
"351","Day 7","19","Sound","Right","Air","3702.36","12.3328","28.7036","134.034","8.73786","0.00881722","2271.48","83.4695","0","99.9307","36.6661","0.0693481","121.363","133.099"
"353","Day 7","19","Sound","Left","Air","6060.66","20.5449","157.411","55.956","0.554785","0.98308","1395.1","166.817","","0","0","99.6533","176.148","138.154"
"355","Day 7","20","Sound","Right","Air","3019.97","11.0153","49.7983","150.782","13.5922","-2.03827","2857.1","160.016","0","88.9736","29.5829","5.20111","16.8746","60.7383"
"357","Day 7","20","Sound","Left","Air","2600.41","8.77171","173.88","40.5864","5.96394","-0.0725095","940.641","43.6354","","0","0","99.792","-168.864","174.722"
"359","Day 7","20","Sound","Right","Air","3015.63","10.4289","62.8518","138.146","5.68655","-4.26495","2293.36","170.156","0","89.8058","68.1239","9.362","148.258","126.863"
"114","Day 7","4","Acclimation","Left","CO2","4046.38","13.5635","71.3787","133.09","1.24827","-0.0390839","299.723","38.6803","2.0833","77.1845","0","21.5673","-162.294","-174.678"
"116","Day 7","4","Acclimation","Right","CO2","2513.28","11.839","94.5968","91.5","5.4785","-2.39447","1258.97","101.15","0","34.6047","4.99992","41.1928","-123.278","-176.753"
"118","Day 7","4","Acclimation","Left","CO2","1319.02","5.35197","96.0048","73.8989","18.3773","-0.0179438","217.088","15.7712","40.8327","33.1484","0","49.8613","-86.7398","-48.9591"
"120","Day 7","5","Acclimation","Right","CO2","4113.64","15.8601","85.9313","134.572","6.17198","0.643561","3291.32","179.914","0","63.7309","52.7075","22.9542","-16.8541","31.9314"
"122","Day 7","5","Acclimation","Left","CO2","14556.7","48.6923","168.468","46.7953","0.0693481","-1.14792","1755.69","261.398","249.163","0.0693481","0","99.5146","-159.55","-23.257"
"124","Day 7","5","Acclimation","Right","CO2","30385.8","102.282","47.9855","161.156","11.165","2.30287","5748.89","822.421","0","90.0139","17.4997","7.76699","164.115","-173.711"
"126","Day 7","6","Acclimation","Left","CO2","5204.06","17.6411","73.0728","119.975","0","0.117204","2652.44","179.791","50.6242","71.2205","0","27.7393","84.4397","86.3166"
"128","Day 7","6","Acclimation","Right","CO2","2577.73","11.0575","96.9513","74.9796","13.5922","-0.316587","1231.65","78.5519","7.70821","32.3856","0","54.6463","-146.579","160.151"
"130","Day 7","6","Acclimation","Left","CO2","5989.37","22.7989","139.122","62.1901","8.18308","-3.82434","3748.2","356.184","12.7081","11.4424","0","81.276","-113.105","162.479"
"132","Day 7","7","Acclimation","Right","CO2","5178.38","17.6038","60.1583","114.899","0","0.0780177","4948.3","209.256","0","69.9029","0.83332","27.9473","-87.1338","-83.1269"
"134","Day 7","7","Acclimation","Left","CO2","5108.73","18.0576","70.663","138.829","0","1.24899","3148.59","148.726","13.5414","74.2718","0","23.8558","-112.631","-136.538"
"136","Day 7","7","Acclimation","Right","CO2","10293.6","37.7752","100.112","99.3963","0.901526","-2.58953","3468.22","392.782","0","48.4743","23.333","48.9598","-175.823","161.018"
"138","Day 7","8","Acclimation","Left","CO2","6039.36","20.3434","130.62","90.2423","0","-6.41765","3295.53","275.906","118.956","30.7906","0","67.6144","85.3194","4.08521"
"140","Day 7","8","Acclimation","Right","CO2","3203.86","10.9848","102.918","127.858","0.908456","0.165639","301.247","42.4005","0","60.5171","182.705","38.7142","61.3841","89.7901"
"142","Day 7","8","Acclimation","Left","CO2","3807.15","12.9699","154.734","67.1134","0.554785","-2.09738","332.907","87.0344","133.54","12.0666","0","87.3786","132.712","9.98911"
"276","Day 7","13","Acclimation","Left","CO2","10836.8","36.2743","177.709","57.5163","0","-0.0182428","1345.42","224.879","","0","0","99.5839","165.953","127.88"
"278","Day 7","13","Acclimation","Right","CO2","5542.01","18.8133","63.0576","141.564","0.0693481","0.353761","4301.52","266.742","0","98.5437","0.62499","0.554785","-103.335","-124.506"
"280","Day 7","13","Acclimation","Left","CO2","3336.68","11.6993","86.3926","111.386","0.0693481","-0.0621929","2389.3","105.973","69.5822","67.8225","0","28.6408","-84.4763","-62.2786"
"282","Day 7","14","Acclimation","Right","CO2","4326.52","14.5533","112.441","78.0746","1.10957","-0.0755841","1216.25","72.4791","0","33.1484","51.2492","64.2857","-101.417","-100.756"
"284","Day 7","14","Acclimation","Left","CO2","8060.35","28.6171","140.361","85.0852","0","2.89647","3128.93","282.429","104.165","23.9945","0","55.6172","171.961","-172.435"
"286","Day 7","14","Acclimation","Right","CO2","5006.97","17.869","145.539","54.6027","0.208044","0.2234","2593.03","193.11","0","6.86546","8.12487","87.5173","104.655","100.207"
"288","Day 7","15","Acclimation","Left","CO2","3502.8","11.7578","68.4374","115.145","3.25936","-2.04464","320.559","82.4335","18.333","69.6949","0","28.8488","122.864","104.82"
"290","Day 7","15","Acclimation","Left","CO2","3337.84","11.9477","123.298","65.1941","1.8724","-2.36385","325.889","97.8394","98.3318","22.2607","0","72.8155","98.5276","114.28"
"292","Day 7","15","Acclimation","Right","CO2","1163.65","4.67807","101.581","74.9478","21.5673","-0.0144457","141.673","15.1172","0","27.1845","53.7491","57.4202","96.3352","98.459"
"294","Day 7","16","Acclimation","Right","CO2","5565.36","18.7336","174.068","61.8959","0.0694444","-2.52553","2600.64","162.374","0","6.52778","4.1666","91.875","-162.746","-173.563"
"296","Day 7","16","Acclimation","Left","CO2","4271.77","15.4404","94.7159","110.642","0.0693481","-3.31779","2370.97","152.387","49.1659","52.0804","0","44.3135","-82.5549","-86.1167"
"298","Day 7","16","Acclimation","Right","CO2","4163.35","14.7269","76.4096","105.161","0","-4.25257","2800.14","199.816","0","61.9279","12.7081","34.8821","-75.1706","-79.293"
"300","Day 7","17","Acclimation","Left","CO2","7129.61","24.1345","122.183","97.6511","0","-5.05295","3275.64","229.53","1.04165","40.9154","0","56.7268","102.041","92.155"
"302","Day 7","17","Acclimation","Right","CO2","5387.99","19.0167","116.007","100.396","0.208044","0.158059","3320.95","196.918","0","41.7476","14.3748","55.4785","80.5832","71.6842"
"304","Day 7","17","Acclimation","Left","CO2","4962.18","17.8552","102.947","105.144","0","6.778","4838.41","169.919","8.74986","49.0985","0","47.018","114.741","91.6236"
"115","Day 7","4","Sound","Left","CO2","2151.31","8.50615","109.433","62.0231","3.32871","0.0519418","249.408","26.69","6.66656","24.2025","0","65.0485","-87.8843","-134.766"
"117","Day 7","4","Sound","Right","CO2","606.057","3.27235","49.0054","125.741","34.7434","-0.0653273","112.656","13.6452","0","64.147","","0","103.892","95.4806"
"119","Day 7","4","Sound","Left","CO2","350.503","2.00053","49.6511","120.516","39.3031","-0.0060977","98.507","8.50702","25.2079","56.2369","0","4.1115","113.671","93.7527"
"121","Day 7","5","Sound","Right","CO2","13272.3","46.266","65.5579","154.806","15.0485","2.14717","5900.89","602.939","0","80.8599","80.207","13.5229","22.2472","83.9775"
"123","Day 7","5","Sound","Left","CO2","34218.9","114.462","113.212","93.2292","37.5434","-0.538842","3342.29","834.017","152.289","36.9188","0","61.4851","165.665","-175.509"
"125","Day 7","5","Sound","Right","CO2","32956.3","111.403","129.498","70.4836","0","-1.95924","3528.38","744.506","0","23.3703","12.4998","75.6588","166.774","152.907"
"127","Day 7","6","Sound","Left","CO2","3414.45","13.9013","73.5422","114.091","2.21914","0.17566","1209.45","94.1352","12.9165","58.7379","0","30.7906","91.5993","135.574"
"129","Day 7","6","Sound","Right","CO2","3896.53","15.5604","89.3089","101.202","6.31068","-2.0788","1323.64","124.496","0.20833","47.9889","0","44.6602","145.187","157.223"
"131","Day 7","6","Sound","Left","CO2","1377.08","4.59993","113.369","46.9627","47.3648","0.0156154","394.26","41.215","","0","0","100","108.183","-173.896"
"133","Day 7","7","Sound","Right","CO2","4324.53","16.4355","67.5254","130.743","3.32871","2.05187","2635.45","166.002","0","70.5964","14.9998","22.2607","-109.647","-129.52"
"135","Day 7","7","Sound","Left","CO2","8322.65","31.3574","121.093","71.4712","2.0111","0.188117","2895.2","327.617","2.0833","26.2829","0","69.6949","-156.616","-168.775"
"137","Day 7","7","Sound","Right","CO2","2900.93","10.0467","37.5664","132.727","8.04438","2.2622","2499.84","72.651","0","97.9889","13.5414","0.624133","44.284","61.5898"
"139","Day 7","8","Sound","Left","CO2","3688.04","12.3022","185.628","60.1704","0","-0.0380964","328.04","48.5211","","0","0","98.7517","111.443","29.7556"
"141","Day 7","8","Sound","Right","CO2","4318.44","15.6799","57.6365","170.576","2.5766","-6.27949","3137.77","277.006","0","91.5738","0.20833","2.85515","29.2688","44.3116"
"143","Day 7","8","Sound","Left","CO2","3337.29","11.4423","130.75","70.3744","6.17627","-2.80192","3318.82","222.235","187.289","17.3491","0","81.7488","94.7505","12.6811"
"277","Day 7","13","Sound","Left","CO2","3563.23","12.3672","139.025","35.1041","0.485437","-0.0117475","1174.17","57.2129","279.162","1.24827","0","96.8793","-101.221","-80.7032"
"279","Day 7","13","Sound","Right","CO2","6826.14","23.7263","64.181","129.265","1.04022","-0.767645","2994.32","344.666","0","78.1553","1.45831","20.3883","-45.3039","-43.8221"
"281","Day 7","13","Sound","Left","CO2","3501.56","11.664","162.149","45.3071","0.762829","-0.0100411","1168.77","67.0522","","0","0","100","-175.314","-82.3579"
"283","Day 7","14","Sound","Right","CO2","3314.13","11.9699","53.9043","142.066","1.04022","-0.125201","3155.17","122.406","0","92.7878","40.2077","3.25936","101.477","96.2982"
"285","Day 7","14","Sound","Left","CO2","5082.13","17.8193","127.414","42.3608","0","1.08198","1933.47","127.295","17.2914","2.01389","0","94.2361","122.862","58.915"
"287","Day 7","14","Sound","Right","CO2","3257.26","11.4375","56.2087","135.333","19.7642","1.24613","2745.41","159.237","0","90.0139","15.6247","8.32178","79.8579","68.8808"
"289","Day 7","15","Sound","Left","CO2","5192.63","19.2175","110.698","59.549","17.129","-2.61564","2767.38","271.347","11.6665","16.7129","0","76.2829","91.8165","112.196"
"291","Day 7","15","Sound","Left","CO2","882.141","4.23858","112.184","49.4596","43.6633","0.0701304","162.401","14.9209","119.373","7.12303","0","85.6614","99.3956","127.117"
"293","Day 7","15","Sound","Right","CO2","858.619","3.34532","51.0863","101.668","47.2261","-0.0405487","151.005","13.0757","0","76.1442","18.1247","9.57004","10.6101","23.9835"
"295","Day 7","16","Sound","Right","CO2","5559.72","19.3385","69.7713","146.736","0","-2.00853","3263.88","239.362","0","78.0166","13.1248","20.1803","93.0702","93.7262"
"297","Day 7","16","Sound","Left","CO2","3990.44","14.2518","168.682","59.8463","4.92372","0.197976","718.506","71.4982","7.70821","10.4022","0","83.5645","146.9","164.734"
"299","Day 7","16","Sound","Right","CO2","2598.14","9.04371","48.0919","125.17","10.749","-0.0151518","111.377","17.3509","0","91.4702","67.9156","5.96394","-32.8189","-11.0636"
"301","Day 7","17","Sound","Left","CO2","5612.81","20.5037","115.43","95.0065","2.98197","-4.53782","2252.4","196.162","32.4995","38.6269","0","56.2413","85.8901","81.0135"
"303","Day 7","17","Sound","Right","CO2","4300.06","17.3889","94.2344","99.605","2.0111","0.186862","2920.77","219.699","0","50.7628","12.2915","40.846","110.773","103.252"
"305","Day 7","17","Sound","Left","CO2","4807.15","18.0271","88.0527","112.185","5.54785","-2.42225","3239.3","206.138","12.0831","60.1942","0","32.3162","116.826","111.41"
